name_common,age,mlb_ID,player_ID,year_ID,stint_ID,team_ID,lg_ID,pitcher,salary,OPS_plus,WAR,sumWAR,avgOPSplus,adjusted_sal
Gary Carter,38.0,112061.0,cartega01,1992,1,WSN,NL,N,825000.0,81.4689,0.06,0.06,81.4689,1393720.7769066286
Joe Carter,25.0,112064.0,cartejo01,1985,1,CLE,AL,N,110000.0,92.7781,1.28,1.28,92.7781,242303.624535316
Joe Carter,26.0,112064.0,cartejo01,1986,1,CLE,AL,N,190000.0,129.6147,5.76,5.76,129.6147,410887.1350364964
Joe Carter,27.0,112064.0,cartejo01,1987,1,CLE,AL,N,250000.0,103.909,1.53,1.53,103.909,521604.31338028173
Joe Carter,28.0,112064.0,cartejo01,1988,1,CLE,AL,N,840000.0,117.3496,3.22,3.22,117.3496,1682960.9467455621
Joe Carter,29.0,112064.0,cartejo01,1989,1,CLE,AL,N,1630000.0,109.9442,1.69,1.69,109.9442,3115626.693548387
Joe Carter,30.0,112064.0,cartejo01,1990,1,SDP,NL,N,1866667.0,85.4038,-1.74,-1.74,85.4038,3385094.2030527927
Joe Carter,31.0,112064.0,cartejo01,1991,1,TOR,AL,N,3791667.0,124.0621,4.71,4.71,124.0621,6598307.909977974
Joe Carter,32.0,112064.0,cartejo01,1992,1,TOR,AL,N,3691667.0,119.9744,2.51,2.51,119.9744,6236549.090085531
Joe Carter,33.0,112064.0,cartejo01,1993,1,TOR,AL,N,5550000.0,111.7324,2.04,2.04,111.7324,9103421.107266435
Joe Carter,34.0,112064.0,cartejo01,1994,1,TOR,AL,N,5550000.0,112.6119,0.65,0.65,112.6119,8876142.712550608
Joe Carter,35.0,112064.0,cartejo01,1995,1,TOR,AL,N,7500000.0,88.3194,-0.19,-0.19,88.3194,11664222.440944882
Joe Carter,36.0,112064.0,cartejo01,1996,1,TOR,AL,N,6525000.0,95.0527,-0.47,-0.47,95.0527,9856825.525812618
Joe Carter,37.0,112064.0,cartejo01,1997,1,TOR,AL,N,6500000.0,77.1749,-0.8,-0.8,77.1749,9598819.314641744
Joe Carter,38.0,112064.0,cartejo01,1998,1,BAL,AL,N,3151380.0,86.9157,-0.73,-0.98,109.54325,4582396.524294479
Mike Caruso,21.0,134267.0,carusmi01,1998,1,CHW,AL,N,170000.0,89.8057,2.65,2.65,89.8057,247195.64417177913
Mike Caruso,22.0,134267.0,carusmi01,1999,1,CHW,AL,N,275000.0,47.4203,-1.58,-1.58,47.4203,391234.543817527
Raul Casanova,24.0,112077.0,casanra01,1997,1,DET,AL,N,157500.0,68.6682,-0.29,-0.29,68.6682,232586.77570093458
Raul Casanova,25.0,112077.0,casanra01,1998,1,DET,AL,N,225000.0,34.0133,-0.14,-0.14,34.0133,327170.7055214724
Raul Casanova,28.0,112077.0,casanra01,2001,1,MIL,NL,N,400000.0,101.8331,0.17,0.17,101.8331,535329.1925465838
Raul Casanova,29.0,112077.0,casanra01,2002,1,MIL,NL,N,850000.0,35.7298,-0.52,-0.55,-32.1351,1119869.0939410783
Sean Casey,23.0,112087.0,caseyse01,1998,1,CIN,NL,N,175000.0,104.0171,0.9,0.9,104.0171,254466.10429447851
Sean Casey,24.0,112087.0,caseyse01,1999,1,CIN,NL,N,220000.0,132.1824,4.02,4.02,132.1824,312987.6350540216
Sean Casey,25.0,112087.0,caseyse01,2000,1,CIN,NL,N,400000.0,123.6945,3.37,3.37,123.6945,550562.1370499419
Sean Casey,26.0,112087.0,caseyse01,2001,1,CIN,NL,N,3000000.0,108.4122,0.99,0.99,108.4122,4014968.9440993792
Sean Casey,27.0,112087.0,caseyse01,2002,1,CIN,NL,N,4000000.0,80.9829,0.35,0.35,80.9829,5269972.206781545
Sean Casey,28.0,112087.0,caseyse01,2003,1,CIN,NL,N,5600000.0,101.7687,1.66,1.66,101.7687,7213560.869565218
Sean Casey,29.0,112087.0,caseyse01,2004,1,CIN,NL,N,6800000.0,136.7835,4.36,4.36,136.7835,8532110.11116993
Sean Casey,30.0,112087.0,caseyse01,2005,1,CIN,NL,N,7800000.0,108.5651,1.05,1.05,108.5651,9466116.743471581
Sean Casey,31.0,112087.0,caseyse01,2006,1,PIT,NL,N,8500000.0,104.0099,-0.08,-0.69,85.59565,9993276.28968254
Sean Casey,32.0,112087.0,caseyse01,2007,1,DET,AL,N,4000000.0,95.343,0.52,0.52,95.343,4572484.108381322
Sean Casey,33.0,112087.0,caseyse01,2008,1,BOS,AL,N,800000.0,100.6902,-0.03,-0.03,100.6902,880682.5729321004
Kevin Cash,26.0,408211.0,cashke01,2004,1,TOR,AL,N,302000.0,42.3612,-0.24,-0.24,42.3612,378926.0667019587
Kevin Cash,27.0,408211.0,cashke01,2005,1,TBD,AL,N,327500.0,56.4707,0.04,0.04,56.4707,397455.54275473626
Kevin Cash,30.0,408211.0,cashke01,2008,1,BOS,AL,N,400000.0,67.369,-0.09,-0.09,67.369,440341.2864660502
Alexi Casilla,24.0,458210.0,casilal01,2009,1,MIN,AL,N,427500.0,44.6612,-1.52,-1.52,44.6612,472295.07031421154
Alexi Casilla,25.0,458210.0,casilal01,2010,1,MIN,AL,N,437500.0,99.505,1.05,1.05,99.505,475542.69316138973
Alexi Casilla,26.0,458210.0,casilal01,2011,1,MIN,AL,N,865000.0,90.6145,1.57,1.57,90.6145,911445.7919702675
Alexi Casilla,27.0,458210.0,casilal01,2012,1,MIN,AL,N,1382500.0,67.2395,2.02,2.02,67.2395,1427197.5857383034
Alexi Casilla,28.0,458210.0,casilal01,2013,1,BAL,AL,N,1700000.0,54.3268,0.55,0.55,54.3268,1729627.7853852857
Alex Castellanos,26.0,543008.0,casteal01,2013,1,LAD,NL,N,490500.0,51.3216,-0.32,-0.32,51.3216,499048.4874891075
Nick Castellanos,22.0,592206.0,casteni01,2014,1,DET,AL,N,500000.0,96.4207,-1.24,-1.24,96.4207,500593.48810489324
Nick Castellanos,23.0,592206.0,casteni01,2015,1,DET,AL,N,525000.0,97.2361,0.5,0.5,97.2361,525000.0
Pedro Castellano,26.0,112102.0,castepe01,1996,1,COL,NL,N,120000.0,3.1512,-0.32,-0.32,3.1512,181274.95219885276
Alberto Castillo,25.0,112107.0,castial01,1995,1,NYM,NL,N,109000.0,-11.5994,0.07,0.07,-11.5994,169520.03280839894
Alberto Castillo,27.0,112107.0,castial01,1997,1,NYM,NL,N,152500.0,42.5894,-0.14,-0.14,42.5894,225203.06853582556
Alberto Castillo,28.0,112107.0,castial01,1998,1,NYM,NL,N,192500.0,62.8308,0.6,0.6,62.8308,279912.7147239264
Alberto Castillo,29.0,112107.0,castial01,1999,1,STL,NL,N,225000.0,69.1036,0.8,0.8,69.1036,320100.9903961585
Alberto Castillo,30.0,112107.0,castial01,2000,1,TOR,AL,N,425000.0,40.0895,-0.08,-0.08,40.0895,584972.2706155634
Alberto Castillo,31.0,112107.0,castial01,2001,1,TOR,AL,N,725000.0,34.0112,-0.19,-0.19,34.0112,970284.1614906832
Alberto Castillo,32.0,112107.0,castial01,2002,1,NYY,AL,N,650000.0,-1.5233,-0.4,-0.4,-1.5233,856370.4836020011
Alberto Castillo,35.0,112107.0,castial01,2005,1,KCR,AL,N,450000.0,61.8455,0.45,0.42000000000000004,-19.07725,546122.1198156682
Carmelo Castillo,28.0,112118.0,castica01,1986,1,CLE,AL,N,177500.0,103.4755,0.39,0.39,103.4755,383855.08667883213
Carmelo Castillo,29.0,112118.0,castica01,1987,1,CLE,AL,N,247500.0,100.8732,0.32,0.32,100.8732,516388.2702464789
Carmelo Castillo,30.0,112118.0,castica01,1988,1,CLE,AL,N,310000.0,88.7713,-0.73,-0.73,88.7713,621092.7303465765
Carmelo Castillo,31.0,112118.0,castica01,1989,1,MIN,AL,N,432500.0,106.0344,-0.5,-0.5,106.0344,826692.3588709678
Carmelo Castillo,32.0,112118.0,castica01,1990,1,MIN,AL,N,550000.0,33.8341,-2.04,-2.04,33.8341,997393.649579189
Carmelo Castillo,33.0,112118.0,castica01,1991,1,MIN,AL,N,600000.0,51.4507,-0.12,-0.12,51.4507,1044127.7533039649
Jose Castillo,23.0,425489.0,castijo02,2004,1,PIT,NL,N,300000.0,72.3698,-0.62,-0.62,72.3698,376416.6225516146
Jose Castillo,24.0,425489.0,castijo02,2005,1,PIT,NL,N,327000.0,88.7792,0.7,0.7,88.7792,396848.7403993855
Jose Castillo,25.0,425489.0,castijo02,2006,1,PIT,NL,N,348000.0,75.2298,-1.27,-1.27,75.2298,409136.4880952381
Jose Castillo,26.0,425489.0,castijo02,2007,1,PIT,NL,N,1900000.0,57.5635,-1.18,-1.18,57.5635,2171929.9514811276
Jose Castillo,27.0,425489.0,castijo02,2008,1,SFG,NL,N,650000.0,73.5012,-0.47,-0.48,70.7885,715554.5905073315
Juan Castillo,25.0,112114.0,castiju01,1987,1,MIL,AL,N,90000.0,61.6753,-0.52,-0.52,61.6753,187777.5528169014
Juan Castillo,26.0,112114.0,castiju01,1988,1,MIL,AL,N,90000.0,32.5786,0.0,0.0,32.5786,180317.24429416738
Luis Castillo,20.0,112116.0,castilu01,1996,1,FLA,NL,N,109000.0,68.7895,1.19,1.19,68.7895,164658.0815806246
Luis Castillo,21.0,112116.0,castilu01,1997,1,FLA,NL,N,154000.0,57.5654,-0.83,-0.83,57.5654,227418.18068535827
Luis Castillo,22.0,112116.0,castilu01,1998,1,FLA,NL,N,200000.0,57.5102,-0.08,-0.08,57.5102,290818.40490797546
Luis Castillo,23.0,112116.0,castilu01,1999,1,FLA,NL,N,225000.0,97.6237,2.3,2.3,97.6237,320100.9903961585
Luis Castillo,24.0,112116.0,castilu01,2000,1,FLA,NL,N,390000.0,111.4168,4.52,4.52,111.4168,536798.0836236934
Luis Castillo,25.0,112116.0,castilu01,2001,1,FLA,NL,N,2200000.0,81.6934,1.47,1.47,81.6934,2944310.5590062113
Luis Castillo,26.0,112116.0,castilu01,2002,1,FLA,NL,N,3325000.0,95.1469,1.97,1.97,95.1469,4380664.396887159
Luis Castillo,27.0,112116.0,castilu01,2003,1,FLA,NL,N,4850000.0,105.7494,4.44,4.44,105.7494,6247458.967391305
Luis Castillo,28.0,112116.0,castilu01,2004,1,FLA,NL,N,4666667.0,92.7921,3.87,3.87,92.7921,5855370.102376918
Luis Castillo,29.0,112116.0,castilu01,2005,1,FLA,NL,N,5166667.0,108.0987,3.59,3.59,108.0987,6270291.409825908
Luis Castillo,30.0,112116.0,castilu01,2006,1,MIN,AL,N,5071506.0,91.2576,2.34,2.34,91.2576,5962465.960327381
Luis Castillo,31.0,112116.0,castilu01,2007,1,MIN,AL,N,5750000.0,92.5072,1.35,2.97,93.84365,6572945.905798149
Luis Castillo,32.0,112116.0,castilu01,2008,1,NYM,NL,N,6250000.0,77.8222,-0.42,-0.42,77.8222,6880332.601032034
Luis Castillo,33.0,112116.0,castilu01,2009,1,NYM,NL,N,6250000.0,98.5305,1.41,1.41,98.5305,6904898.688804262
Luis Castillo,34.0,112116.0,castilu01,2010,1,NYM,NL,N,6250000.0,68.3369,0.33,0.33,68.3369,6793467.04516271
Marty Castillo,28.0,112117.0,castima02,1985,1,DET,AL,N,76000.0,-4.5969,-0.74,-0.74,-4.5969,167409.77695167286
Rusney Castillo,26.0,628329.0,castiru02,2014,1,BOS,AL,N,871429.0,156.9595,0.77,0.77,156.9595,872463.3654915179
Rusney Castillo,27.0,628329.0,castiru02,2015,1,BOS,AL,N,11271000.0,72.4044,0.82,0.82,72.4044,11271000.0
Vinny Castilla,24.0,112106.0,castivi02,1992,1,ATL,NL,N,109000.0,79.4666,-0.03,-0.03,79.4666,184140.0784034212
Vinny Castilla,25.0,112106.0,castivi02,1993,1,COL,NL,N,120000.0,70.9938,-0.51,-0.51,70.9938,196830.7266435986
Vinny Castilla,26.0,112106.0,castivi02,1994,1,COL,NL,N,192500.0,107.1462,-0.07,-0.07,107.1462,307866.21120107966
Vinny Castilla,27.0,112106.0,castivi02,1995,1,COL,NL,N,265000.0,112.9895,2.49,2.49,112.9895,412135.8595800525
Vinny Castilla,28.0,112106.0,castivi02,1996,1,COL,NL,N,1200000.0,112.0688,3.24,3.24,112.0688,1812749.5219885276
Vinny Castilla,29.0,112106.0,castivi02,1997,1,COL,NL,N,2225000.0,114.5452,3.14,3.14,114.5452,3285749.6884735203
Vinny Castilla,30.0,112106.0,castivi02,1998,1,COL,NL,N,5025000.0,126.5817,5.6,5.6,126.5817,7306812.423312884
Vinny Castilla,31.0,112106.0,castivi02,1999,1,COL,NL,N,6000000.0,83.6059,0.68,0.68,83.6059,8536026.410564225
Vinny Castilla,32.0,112106.0,castivi02,2000,1,TBD,AL,N,6250000.0,43.3289,-0.33,-0.33,43.3289,8602533.391405344
Vinny Castilla,33.0,112106.0,castivi02,2001,1,TBD,AL,N,7250000.0,56.2395,-0.27,1.3599999999999999,78.7097,9702841.614906833
Vinny Castilla,34.0,112106.0,castivi02,2002,1,ATL,NL,N,3000000.0,59.8494,-0.99,-0.99,59.8494,3952479.155086159
Vinny Castilla,35.0,112106.0,castivi02,2003,1,ATL,NL,N,5000000.0,97.3352,1.84,1.84,97.3352,6440679.347826087
Vinny Castilla,36.0,112106.0,castivi02,2004,1,COL,NL,N,2100000.0,108.7403,3.13,3.13,108.7403,2634916.3578613023
Vinny Castilla,37.0,112106.0,castivi02,2005,1,WSN,NL,N,3000000.0,92.5133,0.83,0.83,92.5133,3640814.1321044546
Vinny Castilla,38.0,112106.0,castivi02,2006,1,SDP,NL,N,3200000.0,53.9358,-0.84,-1.04,45.29785,3762174.603174603
Welington Castillo,26.0,456078.0,castiwe01,2013,1,CHC,NL,N,503000.0,105.5458,3.91,3.91,105.5458,511766.33885223453
Welington Castillo,27.0,456078.0,castiwe01,2014,1,CHC,NL,N,530000.0,89.462,1.4,1.4,89.462,530629.0973911869
Welington Castillo,28.0,456078.0,castiwe01,2015,2,SEA,AL,N,2100000.0,-3.1223,-0.34,0.94,56.66243333333333,2100000.0
Jason Castro,25.0,488771.0,castrja01,2012,1,HOU,NL,N,486000.0,99.3183,1.23,1.23,99.3183,501712.8583499569
Jason Castro,26.0,488771.0,castrja01,2013,1,HOU,AL,N,496600.0,129.7256,4.13,4.13,129.7256,505254.7989543135
Jason Castro,27.0,488771.0,castrja01,2014,1,HOU,AL,N,2450000.0,83.6789,1.35,1.35,83.6789,2452908.091713977
Jason Castro,28.0,488771.0,castrja01,2015,1,HOU,AL,N,4000000.0,79.4006,1.41,1.41,79.4006,4000000.0
Juan Castro,23.0,112128.0,castrju01,1995,1,LAD,NL,N,109000.0,83.9813,0.14,0.14,83.9813,169520.03280839894
Juan Castro,24.0,112128.0,castrju01,1996,1,LAD,NL,N,124000.0,45.5144,-0.87,-0.87,45.5144,187317.4506054812
Juan Castro,25.0,112128.0,castrju01,1997,1,LAD,NL,N,215000.0,17.88,0.04,0.04,17.88,317499.4080996885
Juan Castro,26.0,112128.0,castrju01,1998,1,LAD,NL,N,240000.0,34.9232,-0.9,-0.9,34.9232,348982.08588957053
Juan Castro,29.0,112128.0,castrju01,2001,1,CIN,NL,N,400000.0,42.3903,-1.95,-1.95,42.3903,535329.1925465838
Juan Castro,30.0,112128.0,castrju01,2002,1,CIN,NL,N,400000.0,56.9944,0.09,0.09,56.9944,526997.2206781545
Juan Castro,31.0,112128.0,castrju01,2003,1,CIN,NL,N,800000.0,78.9999,1.7,1.7,78.9999,1030508.695652174
Juan Castro,32.0,112128.0,castrju01,2004,1,CIN,NL,N,1000000.0,69.8129,-0.29,-0.29,69.8129,1254722.0751720488
Juan Castro,33.0,112128.0,castrju01,2005,1,MIN,AL,N,1000000.0,73.6868,0.76,0.76,73.6868,1213604.710701485
Juan Castro,34.0,112128.0,castrju01,2006,1,MIN,AL,N,1000000.0,47.2828,-0.49,0.44999999999999996,66.37005,1175679.5634920634
Juan Castro,35.0,112128.0,castrju01,2007,1,CIN,NL,N,925000.0,13.7755,-1.03,-1.03,13.7755,1057386.9500631806
Juan Castro,36.0,112128.0,castrju01,2008,1,CIN,NL,N,975000.0,-73.4043,-0.09,-1.26,-15.074450000000002,1073331.8857609974
Juan Castro,38.0,112128.0,castrju01,2010,1,PHI,NL,N,700000.0,28.0218,-1.75,-1.88,2.29575,760868.3090582235
Ramon Castro,23.0,135783.0,castrra01,1999,1,FLA,NL,N,200000.0,59.0442,0.0,0.0,59.0442,284534.2136854742
Ramon Castro,25.0,135783.0,castrra01,2001,1,FLA,NL,N,214000.0,16.8544,-0.08,-0.08,16.8544,286401.11801242235
Ramon Castro,26.0,135783.0,castrra01,2002,1,FLA,NL,N,216000.0,105.044,0.26,0.26,105.044,284578.49916620343
Ramon Castro,27.0,135783.0,castrra01,2003,1,FLA,NL,N,300000.0,140.0746,0.47,0.47,140.0746,386440.76086956525
Ramon Castro,28.0,135783.0,castrra01,2004,1,FLA,NL,N,400000.0,30.1826,-0.53,-0.53,30.1826,501888.83006881946
Ramon Castro,29.0,135783.0,castrra01,2005,1,NYM,NL,N,500000.0,98.933,0.67,0.67,98.933,606802.3553507425
Ramon Castro,30.0,135783.0,castrra01,2006,1,NYM,NL,N,800000.0,83.2749,0.37,0.37,83.2749,940543.6507936508
Ramon Castro,31.0,135783.0,castrra01,2007,1,NYM,NL,N,850000.0,126.0982,0.75,0.75,126.0982,971652.8730310308
Ramon Castro,32.0,135783.0,castrra01,2008,1,NYM,NL,N,1975000.0,97.0261,0.42,0.42,97.0261,2174185.101926123
Ramon Castro,33.0,135783.0,castrra01,2009,1,NYM,NL,N,2625000.0,99.4583,0.2,-0.09999999999999998,81.45025,2900057.44929779
Ramon Castro,34.0,135783.0,castrra01,2010,1,CHW,AL,N,800000.0,120.885,0.68,0.68,120.885,869563.7817808269
Ramon Castro,35.0,135783.0,castrra01,2011,1,CHW,AL,N,1200000.0,101.4008,0.23,0.23,101.4008,1264433.468629273
Starlin Castro,21.0,516770.0,castrst01,2011,1,CHC,NL,N,440000.0,110.6847,3.22,3.22,110.6847,463625.6051640667
Starlin Castro,22.0,516770.0,castrst01,2012,1,CHC,NL,N,567000.0,102.0221,3.46,3.46,102.0221,585331.6680749498
Starlin Castro,23.0,516770.0,castrst01,2013,1,CHC,NL,N,5000000.0,73.1157,-0.38,-0.38,73.1157,5087140.5452508405
Starlin Castro,24.0,516770.0,castrst01,2014,1,CHC,NL,N,5000000.0,114.7649,2.13,2.13,114.7649,5005934.881048933
Starlin Castro,25.0,516770.0,castrst01,2015,1,CHC,NL,N,6857143.0,84.4657,0.8,0.8,84.4657,6857143.0
Frank Catalanotto,24.0,112131.0,catalfr01,1998,1,DET,AL,N,170000.0,98.5603,0.44,0.44,98.5603,247195.64417177913
Frank Catalanotto,25.0,112131.0,catalfr01,1999,1,DET,AL,N,237500.0,98.9509,0.66,0.66,98.9509,337884.3787515006
Frank Catalanotto,26.0,112131.0,catalfr01,2000,1,TEX,AL,N,305000.0,109.3234,1.16,1.16,109.3234,419803.6295005807
Frank Catalanotto,27.0,112131.0,catalfr01,2001,1,TEX,AL,N,850000.0,127.6389,4.26,4.26,127.6389,1137574.5341614906
Frank Catalanotto,28.0,112131.0,catalfr01,2002,1,TEX,AL,N,2475000.0,109.0078,0.61,0.61,109.0078,3260795.302946081
Frank Catalanotto,29.0,112131.0,catalfr01,2003,1,TOR,AL,N,2200000.0,111.7796,2.14,2.14,111.7796,2833898.913043478
Frank Catalanotto,30.0,112131.0,catalfr01,2004,1,TOR,AL,N,2300000.0,88.3077,0.48,0.48,88.3077,2885860.772895712
Frank Catalanotto,31.0,112131.0,catalfr01,2005,1,TOR,AL,N,2700000.0,115.2811,2.46,2.46,115.2811,3276732.718894009
Frank Catalanotto,32.0,112131.0,catalfr01,2006,1,TOR,AL,N,2700000.0,110.9872,1.76,1.76,110.9872,3174334.8214285714
Frank Catalanotto,33.0,112131.0,catalfr01,2007,1,TEX,AL,N,3500000.0,103.5282,0.85,0.85,103.5282,4000923.594833656
Frank Catalanotto,34.0,112131.0,catalfr01,2008,1,TEX,AL,N,4000000.0,95.7265,-0.06,-0.06,95.7265,4403412.8646605015
Frank Catalanotto,36.0,112131.0,catalfr01,2010,1,NYM,NL,N,650000.0,7.7669,-0.35,-0.35,7.7669,706520.5726969219
Garin Cecchini,24.0,594555.0,cecchga01,2015,1,BOS,AL,N,508500.0,-100.0,-0.12,-0.12,-100.0,508500.0
Andujar Cedeno,20.0,112152.0,cedenan01,1990,1,HOU,NL,N,100000.0,-100.0,-0.15,-0.15,-100.0,181344.29992348893
Andujar Cedeno,22.0,112152.0,cedenan01,1992,1,HOU,NL,N,139000.0,47.333,-1.1,-1.1,47.333,234820.83392729863
Andujar Cedeno,23.0,112152.0,cedenan01,1993,1,HOU,NL,N,178000.0,107.0091,2.51,2.51,107.0091,291965.5778546713
Andujar Cedeno,24.0,112152.0,cedenan01,1994,1,HOU,NL,N,340000.0,99.5095,0.43,0.43,99.5095,543763.697705803
Andujar Cedeno,25.0,112152.0,cedenan01,1995,1,SDP,NL,N,1150000.0,54.7578,-2.25,-2.25,54.7578,1788514.1076115484
Andujar Cedeno,26.0,112152.0,cedenan01,1996,1,SDP,NL,N,500000.0,61.7066,-0.45,-1.7999999999999998,51.76486666666667,755312.3008285532
Cesar Cedeno,34.0,112153.0,cedence01,1985,2,STL,NL,N,562500.0,234.8754,1.15,0.9299999999999999,156.23005,1239052.625464684
Cesar Cedeno,35.0,112153.0,cedence01,1986,1,LAD,NL,N,200000.0,65.2532,-0.34,-0.34,65.2532,432512.7737226278
Domingo Cedeno,24.0,112154.0,cedendo01,1993,1,TOR,AL,N,109000.0,-2.156,-0.31,-0.31,-2.156,178787.91003460207
Domingo Cedeno,25.0,112154.0,cedendo01,1994,1,TOR,AL,N,122500.0,39.8923,-0.87,-0.87,39.8923,195914.86167341433
Domingo Cedeno,26.0,112154.0,cedendo01,1995,1,TOR,AL,N,140000.0,69.0559,0.04,0.04,69.0559,217732.1522309711
Domingo Cedeno,27.0,112154.0,cedendo01,1996,1,TOR,AL,N,230000.0,70.9197,-0.04,-0.32,36.500600000000006,347443.65838113445
Domingo Cedeno,28.0,112154.0,cedendo01,1997,1,TEX,AL,N,285000.0,87.4974,0.45,0.45,87.4974,420871.30841121497
Domingo Cedeno,29.0,112154.0,cedendo01,1998,1,TEX,AL,N,500000.0,76.5057,0.06,0.06,76.5057,727046.0122699386
Roger Cedeno,20.0,112155.0,cedenro01,1995,1,LAD,NL,N,109000.0,57.0141,-0.6,-0.6,57.0141,169520.03280839894
Roger Cedeno,21.0,112155.0,cedenro01,1996,1,LAD,NL,N,124000.0,81.3428,0.43,0.43,81.3428,187317.4506054812
Roger Cedeno,22.0,112155.0,cedenro01,1997,1,LAD,NL,N,200000.0,103.9922,1.07,1.07,103.9922,295348.2866043614
Roger Cedeno,23.0,112155.0,cedenro01,1998,1,LAD,NL,N,280000.0,72.6765,-0.08,-0.08,72.6765,407145.76687116566
Roger Cedeno,24.0,112155.0,cedenro01,1999,1,NYM,NL,N,487500.0,107.3434,1.5,1.5,107.3434,693552.1458583433
Roger Cedeno,25.0,112155.0,cedenro01,2000,1,HOU,NL,N,2400000.0,92.7488,0.47,0.47,92.7488,3303372.822299652
Roger Cedeno,26.0,112155.0,cedenro01,2001,1,DET,AL,N,2700000.0,99.1944,0.76,0.76,99.1944,3613472.049689441
Roger Cedeno,27.0,112155.0,cedenro01,2002,1,NYM,NL,N,2375000.0,78.4213,0.22,0.22,78.4213,3129045.9977765423
Roger Cedeno,28.0,112155.0,cedenro01,2003,1,NYM,NL,N,4875000.0,84.0686,-0.67,-0.67,84.0686,6279662.364130435
Roger Cedeno,29.0,112155.0,cedenro01,2004,1,STL,NL,N,5375000.0,82.4721,-0.38,-0.38,82.4721,6744131.154049762
Roger Cedeno,30.0,112155.0,cedenro01,2005,1,STL,NL,N,5500000.0,-1.3363,-1.03,-1.03,-1.3363,6674825.908858166
Ronny Cedeno,23.0,430592.0,cedenro02,2006,1,CHC,NL,N,336000.0,53.7783,-1.72,-1.72,53.7783,395028.3333333334
Ronny Cedeno,24.0,430592.0,cedenro02,2007,1,CHC,NL,N,400000.0,54.1473,0.09,0.09,54.1473,457248.41083813214
Ronny Cedeno,25.0,430592.0,cedenro02,2008,1,CHC,NL,N,407000.0,74.1867,0.07,0.07,74.1867,448047.25897920603
Ronny Cedeno,26.0,430592.0,cedenro02,2009,1,SEA,AL,N,822500.0,34.5377,-1.42,-1.0799999999999998,59.99055,908684.6674466409
Ronny Cedeno,27.0,430592.0,cedenro02,2010,1,PIT,NL,N,1125000.0,82.4475,0.49,0.49,82.4475,1222824.0681292878
Ronny Cedeno,28.0,430592.0,cedenro02,2011,1,PIT,NL,N,1850000.0,78.8242,1.1,1.1,78.8242,1949334.9308034624
Ronny Cedeno,29.0,430592.0,cedenro02,2012,1,NYM,NL,N,1200000.0,104.9026,0.37,0.37,104.9026,1238797.1811110047
Ronny Cedeno,30.0,430592.0,cedenro02,2013,1,HOU,AL,N,1150000.0,55.1114,-0.55,-0.41000000000000003,76.36015,1170042.3254076934
Juan Centeno,25.0,518542.0,centeju01,2015,1,MIL,NL,N,507500.0,-36.5136,-0.46,-0.46,-36.5136,507500.0
Rick Cerone,31.0,112159.0,ceronri01,1985,1,ATL,NL,N,625000.0,56.86,-0.41,-0.41,56.86,1376725.1394052044
Rick Cerone,32.0,112159.0,ceronri01,1986,1,MIL,AL,N,675000.0,82.9739,1.33,1.33,82.9739,1459730.6113138688
Rick Cerone,33.0,112159.0,ceronri01,1987,1,NYY,AL,N,250000.0,75.2682,0.73,0.73,75.2682,521604.31338028173
Rick Cerone,35.0,112159.0,ceronri01,1989,1,BOS,AL,N,490000.0,82.9226,0.72,0.72,82.9226,936599.4354838709
Rick Cerone,36.0,112159.0,ceronri01,1990,1,NYY,AL,N,600000.0,99.2025,0.91,0.91,99.2025,1088065.7995409335
Rick Cerone,37.0,112159.0,ceronri01,1991,1,NYM,NL,N,100000.0,104.0818,1.69,1.69,104.0818,174021.2922173275
Rick Cerone,38.0,112159.0,ceronri01,1992,1,WSN,NL,N,230000.0,96.4441,0.12,0.12,96.4441,388552.4590163934
Francisco Cervelli,23.0,465041.0,cervefr01,2009,1,NYY,AL,N,400700.0,75.151,0.6,0.6,75.151,442686.8647366188
Francisco Cervelli,24.0,465041.0,cervefr01,2010,1,NYY,AL,N,410800.0,86.9626,0.89,0.89,86.9626,446521.00194445456
Francisco Cervelli,25.0,465041.0,cervefr01,2011,1,NYY,AL,N,455700.0,92.0169,0.78,0.78,92.0169,480168.6097119663
Francisco Cervelli,27.0,465041.0,cervefr01,2013,1,NYY,AL,N,515350.0,140.7654,0.85,0.85,140.7654,524331.5759990042
Francisco Cervelli,28.0,465041.0,cervefr01,2014,1,NYY,AL,N,700000.0,127.2684,1.09,1.09,127.2684,700830.8833468505
Francisco Cervelli,29.0,465041.0,cervefr01,2015,1,PIT,NL,N,987500.0,112.8525,3.1,3.1,112.8525,987500.0
Yoenis Cespedes,26.0,493316.0,cespeyo01,2012,1,OAK,AL,N,6500000.0,138.6756,3.97,3.97,138.6756,6710151.397684609
Yoenis Cespedes,27.0,493316.0,cespeyo01,2013,1,OAK,AL,N,8500000.0,102.5333,1.37,1.37,102.5333,8648138.926926428
Yoenis Cespedes,28.0,493316.0,cespeyo01,2014,2,BOS,AL,N,10500000.0,98.1972,1.27,4.029999999999999,107.166,10512463.250202758
Yoenis Cespedes,29.0,493316.0,cespeyo01,2015,1,DET,AL,N,10500000.0,124.963,4.01,6.26,139.89929999999998,10500000.0
Ron Cey,37.0,112162.0,ceyro01,1985,1,CHC,NL,N,1450000.0,93.6012,0.92,0.92,93.6012,3194002.3234200743
Ron Cey,38.0,112162.0,ceyro01,1986,1,CHC,NL,N,1400000.0,137.6724,1.83,1.83,137.6724,3027589.416058394
